Species,Sexual dominance,Romantic dominance,Social dominance
wolf; husky,-2,-2,-1
tiger; lion; domesticcat,0,-2,-1
redfox; dragon; anthro; feral; polymorphic; other,0,0,0
domesticcat,-1,0,0
redfox,-1,1,-1
greyfox; anthro,-1,-1,-1
other,-2,-2,-2
dragon; anthro,1,0,-1
wolf; anthro,0,1,0
lizard; anthro,-1,-1,1
other,-1,-1,0
wolf,1,1,0
wolf; dragon; anthro; feral; polymorphic,-1,,1
wolf; anthro; other,-1,0,-2
fennec; anthro,0,0,0
anthro; other,1,2,-1
wolf; redfox; greyfox; anthro,-1,-1,-1
wolf; anthro,-1,0,0
dragon; anthro,1,0,-1
greyfox; skunk; badger,-2,-1,-2
wolf; other,-1,1,2
hyaena,0,-2,2
coyote; anthro,2,0,1
hyaena,-1,0,0
wolf; husky,1,-1,1
redfox,2,0,-1
fennec,-2,1,0
other,0,0,-1
otherfox,-2,-2,2
husky; anthro,-2,-2,0
kangaroo,-1,0,-1
wolf,-2,0,1
husky; dragon; anthro,-2,0,0
other,1,0,-1
other,-1,1,1
collie,-1,0,0
grizzlybear,1,0,1
wolf; anthro,1,0,-1
dragon; feral,0,0,0
wolf; husky,0,0,-1
wolf; anthro,-1,-1,-1
othercanine; otherfeline; otherreptile; otherungulate; griffin; other,0,0,1
kitsune; anthro,-1,1,-2
bat,0,0,-1
wolf; husky; feral,1,-2,0
husky,2,2,1
rat,-1,-1,-2
arcticfox; anthro,2,0,-1
coyote,1,-1,0
redpanda; anthro,-1,-1,1
fennec,-2,-2,-2
wolf,0,0,-1
cheetah,-2,-2,1
other,0,0,0
coyote,0,-1,1
dragon,0,0,0
otherdog,1,0,-1
redfox; anthro; feral,-1,-1,-1
dragon,-2,0,-1
raccoon,-1,-1,-1
tiger; polarbear,0,0,0
dragon,-1,1,-2
other,1,0,0
otherdog,-2,-2,-2
cougar,-1,-2,1
wolf; feral,-1,0,-1
redfox,0,0,-1
redfox,-1,0,1
otherreptile; anthro,-1,0,-1
other,0,-1,-1
deer,-2,-2,0
othercanine; anthro,2,1,-1
weasel,-1,0,-2
othermustelid; anthro,-1,-2,0
arcticfox; raccoon,-2,-2,0
fennec; coyote; weasel; othermustelid; rabbit; bat,1,1,0
germanshepherd; rabbit,-1,1,0
arcticfox; anthro; feral,0,0,0
wolf,1,0,0
skunk,-1,0,1
otherungulate; anthro,0,0,0
deer; anthro,0,-1,-1
otherdog; feral,1,0,1
anthro; other,-1,2,1
kitsune,-1,-1,-1
otherdog,1,0,-1
dragon,-2,1,2
anthro; feral; other,-2,-1,1
wolf; kitsune; otherfox; otherdog; domesticcat; raccoon; skunk; anthro,,1,-1
otherfeline,-1,0,0
redfox; greyfox; anthro,0,-1,-1
dragon; anthro,-1,0,1
wolf; snowleopard; anthro,-1,0,1
wolf; greyfox; arcticfox; kitsune; coyote; husky; lizard,-2,-1,2
otherfeline; dragon; anthro,0,0,-1
deer,-1,1,-1
tiger; cougar,0,0,0
fennec,-1,0,0
wolf,-1,-1,1
anthro; polymorphic,-1,-1,-1
wolf,0,-1,0
redfox,0,0,0
raven,,,-1
otherungulate,-1,-1,-1
other,-2,1,1
other,0,-2,-1
wolf; othercanine; anthro,0,1,2
arcticfox,0,-1,0
otherfeline,0,0,-2
wolf; other,0,0,0
snowleopard; otherfeline; anthro; feral,-2,-1,1
redfox,-2,-1,-1
other,0,0,0
dragon; lizard; raccoon; rabbit; taur; anthro,-2,1,0
lion; anthro,0,-1,2
dragon,,0,0
redfox,-1,0,-2
othermarsupial; other,0,-2,1
wolf,-1,-1,1
wolf,1,0,-1
raccoon; anthro,0,-1,0
lizard,0,1,0
wolf,2,-1,1
anthro; other,-2,-2,-1
wolf; lion,0,0,0
redfox,0,-1,1
dragon; feral,2,2,0
brownbear; grizzlybear; otherbear,-1,-1,-1
wolf; dragon; anthro,0,1,-1
otherfox,0,0,0
other,0,0,-2
tiger,-1,-2,-1
arcticfox,-2,-2,-2
redfox,1,1,0
wolf,,,-1
wolf,-2,0,0
redfox,-1,-1,1
domesticcat; other,1,0,0
wolf,-2,-1,0
redfox; anthro,-2,-1,0
domesticcat,-1,1,0
wolf,1,-1,0
greyfox,1,0,-1
anthro,-1,0,1
otherdog,0,0,-2
otherfeline; dragon,-2,-2,-1
wolf,-2,-2,2
other,-2,-2,-2
anthro,-2,-2,0
anthro; other,2,1,0
husky; collie,-2,-1,-2
wolf; redfox,0,0,-1
rat; bat; anthro,-1,0,0
badger,2,2,2
redfox; anthro; feral; polymorphic,0,-1,-1
wolf; anthro,0,1,0
dragon; anthro,0,0,0
other,0,1,1
arcticfox,0,0,0
grizzlybear; pandabear,-2,-2,-2
otherfox,-2,0,-1
snowleopard,-2,-1,0
redfox; anthro; feral; polymorphic,1,0,0
wolf,2,1,1
panther,2,1,0
tiger,2,2,2
other,0,0,-1
otherdog; dragon; feral,0,0,0
othercanine; anthro,1,0,-1
squirrel,0,0,0
coyote; other,-1,0,1
kitsune; otherfox; rat; squirrel; other; rabbit; other,-1,1,0
husky; anthro,-2,-1,1
fennec; anthro,-2,-1,-1
domesticcat,0,-1,0
other,0,0,0
wolf,0,0,0
wolf; redfox; husky; dragon; lizard,0,1,-2
wolf; deer; hyaena; feral,-2,-1,0
raccoon,0,1,-2
dragon; bat,0,-1,2
wolf,-1,1,1
anthro,2,-1,-1
wolf,1,0,0
domesticcat; anthro; feral,-1,-1,-2
greyfox; anthro,-2,-2,-2
redfox; otherfox; anthro,0,0,-1
rabbit,0,0,0
tiger,2,2,2
riverotter; feral,-1,0,-1
wolf,-2,-2,0
otherfeline,-2,1,-2
anthro; other,0,-1,0
wolf; anthro,0,0,0
arcticfox,0,-1,1
hyaena,-1,1,0
kitsune; dragon; polymorphic,-1,-1,0
snowleopard; otherfeline,0,-1,-1
dragon,1,-2,2
wolf; greyfox; husky; seaotter; anthro; feral; polymorphic,1,-1,0
dragon; anthro,1,1,0
deer,-1,-1,0
redfox; anthro,-1,-1,0
tiger; otherfeline,2,1,-1
redfox,-2,-2,-2
rabbit,0,0,1
otherdog,1,1,1
redfox,1,0,-1
domesticcat,-2,0,0
fennec,0,0,-2
dragon; dinosaur; otherreptile; anthro; feral; polymorphic; other,0,0,0
domesticcat,-2,-1,0
,0,-1,1
wolf; dragon,-2,-1,0
wolf; greyfox; husky; raccoon; seaotter; anthro; polymorphic,1,-1,0
domesticcat,-1,-1,0
othermarsupial; other,0,0,0
monkey; anthro; other,1,-1,-2
horse,1,0,-1
redfox,0,0,-1
riverotter,-2,0,0
other,2,0,0
deer,-1,-2,-2
wolf,1,1,2
tiger,-2,-2,-1
skunk,1,1,0
otherreptile,1,-2,-2
other,2,1,0
wolf,-1,1,-2
anthro; other,-2,-2,0
kitsune,0,0,0
redfox,-1,0,0
redfox,1,-1,2
fennec; otherfeline; other,-2,-2,-1
wolf; fennec; anthro,0,-2,-2
otherdog,-2,1,-1
wolf; kitsune; otherfox; anthro; polymorphic,-2,-1,-2
redfox,1,0,0
otherdog,0,0,0
otherdog; raccoon; bat,0,0,0
anthro,-1,-2,0
fennec; raccoon,0,-1,-1
anthro,1,0,0
wolf,-1,0,2
anthro; other,-2,-2,-2
hyaena; anthro,0,1,-1
redfox,1,-1,2
othermustelid,2,2,1
wolf,0,0,0
otherfox; anthro; feral,-2,-2,-1
redfox; domesticcat; otherfeline,-2,-1,0
dragon,-1,-1,-1
fennec; anthro,-2,-2,0
othermustelid,-1,-1,0
dragon; skunk,1,-1,0
husky; snowleopard,0,1,-1
redfox,1,2,2
wolf,-2,-1,1
wolf; anthro,-1,-1,-2
wolf,0,0,0
otherfox; husky,-2,-1,0
kitsune; snowleopard; raven; otherbird; anthro,-1,-1,0
wolf; otherfox; other,-2,-1,1
horse,0,0,-1
lion,-1,1,1
othermarsupial,-1,2,2
greyfox,0,2,1
tiger,0,0,1
horse; feral,0,-1,-2
wolf; bat; anthro,-1,0,0
othermarsupial,0,0,-1
raccoon,-2,-1,-2
arcticfox,-1,,
wolf,0,-1,-1
bat,1,0,2
wolf; arcticfox; husky; panther; horse; pandabear,1,1,1
husky,-1,0,1
wolf; anthro,0,1,1
bat,-1,-1,-1
anthro; other,1,0,0
redfox; domesticcat; anthro,0,0,1
anthro; other,0,0,-1
snowleopard,0,0,0
wolf,0,0,0
wolf; redfox; arcticfox; germanshepherd; husky; tiger; lion; snowleopard; panther; cheetah; cougar; domesticcat; dragon; lizard; dinosaur; skunk; brownbear; polarbear; raven; rabbit; griffin; anthro,-1,0,1
othercanine,0,0,-1
wolf,0,0,0
domesticcat,-2,-1,0
wolf; anthro,0,-1,-1
wolf; anthro; feral,-1,-1,-1
wolf,-1,0,1
otherdog,1,-1,2
otherfox; dragon,-1,1,2
lion,-1,0,1
rabbit; anthro,0,-1,-2
otherdog; anthro,-1,0,-2
otherfeline,1,0,1
otherfox,-2,-1,1
fennec,-2,0,1
jackal,0,0,0
germanshepherd,1,0,0
germanshepherd,-1,-1,1
wolf,0,0,-1
otherfox; anthro,-2,-2,-2
anthro; other,-1,1,2
grizzlybear,1,-1,0
raccoon; anthro,0,0,0
domesticcat; anthro,-2,-2,-2
domesticcat,-1,0,-1
otherfeline; otherungulate,1,1,0
wolf; husky,0,-1,-1
snowleopard,-2,-2,-2
redpanda,0,-1,0
dragon; anthro; feral,-1,1,0
greyfox,1,1,-1
otherbear,-1,1,1
otherfeline; other,0,0,-1
wolf; otherdog,0,-1,1
coyote; hyaena,-2,-1,1
otherfeline; other,-2,1,2
dragon; anthro; polymorphic,0,0,-1
othercanine,2,0,1
other,-2,-1,1
snowleopard,-1,-1,-2
domesticcat,0,1,-2
wolf,-1,1,1
husky,-1,0,1
raven; otherbird,-1,-1,0
bat,1,1,0
othercanine; other,0,1,1
othercanine,-1,0,0
other,0,0,0
othercanine; other,1,0,-1
wolf; husky,-2,0,-1
other,1,0,1
deer,0,-1,-1
arcticfox,-2,0,-1
horse; raptor; griffin; anthro,0,0,0
other,1,1,0
otherdog,-1,0,0
deer,-1,0,-1
otherungulate,0,0,1
fennec,-1,0,0
otherfox; squirrel,1,1,0
wolf,2,1,1
otherfeline; dragon,0,0,1
otherungulate,-1,-1,0
raccoon,0,-1,-1
wolf; dragon; horse; rabbit; anthro,0,0,-1
othermarsupial,-1,0,0
redfox; otherfox,-1,0,-1
othercanine; other,-2,0,1
riverotter,1,0,1
wolf; arcticfox; taur; anthro; feral; polymorphic; other,0,0,0
jackal,0,0,0
lizard; anthro; polymorphic,-1,-2,-2
othermustelid; polymorphic; other,-1,0,-1
dragon; taur; anthro; feral,2,0,-1
domesticcat; taur; other,0,-1,0
panther,0,0,1
domesticcat; anthro,2,1,0
husky; anthro,-2,-1,1
riverotter,-1,-1,0
greyfox,1,0,-1
kitsune; husky,0,0,0
husky,-2,-2,-2
othercanine; polymorphic,-1,0,0
deer,1,0,0
redfox,-2,-2,-1
wolf,1,1,-1
bat,-2,-1,-1
othercanine; anthro; feral; other,0,0,0
raccoon; anthro,1,-1,0
redfox; deer; anthro; polymorphic,-2,-2,0
otherdog; anthro,-1,-2,-1
wolf; otherdog; anthro,1,-1,1
wolf,-1,0,-2
greyfox,0,0,1
tiger,1,1,0
redfox,0,0,1
otherfox,-2,0,1
wolf; feral; other,0,-1,1
otherfox,1,0,-1
wolf,0,0,0
snowleopard,-1,0,0
dragon,0,0,-1
fennec,0,0,-1
husky; otherdog; anthro,0,-1,-2
wolf,0,-1,1
rabbit; anthro,1,-1,-2
otherfeline,0,0,0
